,tweet_id,text,favorite_count,retweet_count,created_at
27,1287432536881131521,"RT @BangaloreMirror: A wedding ceremony in Kasargod district of Kerala saw 43 people, including the bridegroom and the bride, test positive…",0,3,Sun Jul 26 17:00:10 +0000 2020
28,1287432409365979136,"RT @AAPBangalore: Delhi's successful model of Covid-19 needs to be replicated in Karnataka too. Infact, it must be replicated across India.…",0,29,Sun Jul 26 16:59:40 +0000 2020
29,1287432065013542912,"RT @VinayarajAC: When the COVID-19 cases were reporting less, Govt has cancelled exams &amp; now cases are reporting high, decided to conduct t…",0,714,Sun Jul 26 16:58:18 +0000 2020
30,1287431987876118528,"No Aadhaar Card = No COVID-19 Test.
Wah @ArvindKejriwal Wah",1,0,Sun Jul 26 16:57:59 +0000 2020
31,1287431600737628173,"RT @CitizenKamran: VERIFIED

Oxford's COVID-19 vaccine India trial to start next month.",0,3,Sun Jul 26 16:56:27 +0000 2020
32,1287431354406166529,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:55:28 +0000 2020
33,1287431282096402433,"RT @AAPBangalore: Delhi's successful model of Covid-19 needs to be replicated in Karnataka too. Infact, it must be replicated across India.…",0,29,Sun Jul 26 16:55:11 +0000 2020
34,1287431013447204870,"RT @satsangi: COVID-19 slowed during Lockdown

via NaMo App https://t.co/5ymYii9xmV",0,2,Sun Jul 26 16:54:07 +0000 2020
35,1287430770110472197,So ur medicine is no more fever on covid 19... right..,0,0,Sun Jul 26 16:53:09 +0000 2020
36,1287430730969227266,"A wedding ceremony in Kasargod district of Kerala saw 43 people, including the bridegroom and the bride, test posit… https://t.co/rvuUpmuv31",23,3,Sun Jul 26 16:53:00 +0000 2020
37,1287429696267796482,"RT @Sanjay_R_A_J: @studentsofrguhs Requesting minister of Medical Education @mla_sudhakar To cancel exams of Medical,Dental,Pharmacy and al…",0,881,Sun Jul 26 16:48:53 +0000 2020
38,1287429511034724352,Now has the science landscape changed in the last two months of on #COVID__19? @Laasyasam details it for our viewer… https://t.co/tQVarFovlO,1,0,Sun Jul 26 16:48:09 +0000 2020
39,1287429198294822917,"ರಾಜ್ಯದಲ್ಲಿ ಇಂದೂ ಕೂಡ 5,199 ಮಂದಿಗೆ ಪಾಸಿಟಿವ್, 82 ಸಾವು..!
https://t.co/t3fIzoqdOb

#Coronavirus  #Covid-19 #Deathtoll",0,0,Sun Jul 26 16:46:54 +0000 2020
40,1287428657527414786,RT @XpressBengaluru: Chief Minister BS Yediyurappa will complete one year in office on Sunday. From devastating floods to the Covid-19 pand…,0,16,Sun Jul 26 16:44:45 +0000 2020
41,1287428134237696000,"RT @KannadaPrabha: ಕೋವಿಡ್ ಗೆ ಬಿಬಿಎಂಪಿಯ ಮತ್ತೋರ್ವ ಸಿಬ್ಬಂದಿ ಸಾವು
  https://t.co/ZOsa9W7Smh via @KannadaPrabha 

#Bengaluru #Covid19 #BBMPStaff…",0,1,Sun Jul 26 16:42:41 +0000 2020
42,1287428022946029568,"RT @DCKodagu: COVID-19 statistics as on July 26, 2020. 

253 discharges as on today. 73% of total cases reported discharged.

#COVID2019Ind…",0,1,Sun Jul 26 16:42:14 +0000 2020
43,1287427909573988352,"Hi, 
Hi friends I lost my job because of covid-19  please help me... 
Here's my Paytm Payments Bank Account details… https://t.co/M1cDlTIuaq",0,0,Sun Jul 26 16:41:47 +0000 2020
44,1287427877269458944,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:41:39 +0000 2020
45,1287427868352380928,"RT @VinayarajAC: When the COVID-19 cases were reporting less, Govt has cancelled exams &amp; now cases are reporting high, decided to conduct t…",0,714,Sun Jul 26 16:41:37 +0000 2020
46,1287427822735069184,"RT @VinayarajAC: When the COVID-19 cases were reporting less, Govt has cancelled exams &amp; now cases are reporting high, decided to conduct t…",0,714,Sun Jul 26 16:41:26 +0000 2020
47,1287427813063053312,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:41:24 +0000 2020
48,1287427728912683010,"Koshy's and Veena Stores. I mean, fuck you COVID-19.",0,0,Sun Jul 26 16:41:04 +0000 2020
49,1287427727415365638,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:41:04 +0000 2020
50,1287427495185326082,"RT @v_sanjai: #COVID__19 paranoia.
#tiktoktweets #pandemia #video https://t.co/m8tD3uypyh",0,2,Sun Jul 26 16:40:08 +0000 2020
51,1287427450515808256,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:39:58 +0000 2020
52,1287427026144514048,"ಕೊರೊನಾ ಅನ್‌ಲಾಕ್‌ 3 – ಯಾವುದು ಲಾಕ್‌? ಯಾವುದು ಅನ್‌ಲಾಕ್‌?  https://t.co/QixvrC7yNo

#Unlock3  #Corona #Covid19 #IndiaFightsCorona  #NarendraModi",9,2,Sun Jul 26 16:38:16 +0000 2020
53,1287426996868284416,RT @Drushya_01: So @drashwathcn and @nimmasuresh Karnataka is the second in the country for covid-19 cases and you still want to conduct KC…,0,34,Sun Jul 26 16:38:09 +0000 2020
54,1287426960793071616,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:38:01 +0000 2020
55,1287426902186061824,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:37:47 +0000 2020
56,1287426785869627392,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:37:19 +0000 2020
57,1287426784049262594,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:37:19 +0000 2020
58,1287426673453887489,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:36:52 +0000 2020
59,1287426572606033920,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:36:28 +0000 2020
60,1287426536237232128,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:36:20 +0000 2020
61,1287426513395048449,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:36:14 +0000 2020
62,1287426436173713410,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:35:56 +0000 2020
63,1287426212109852672,"RT @MeghanaSastry: The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress @santwana99 @sh…",0,17,Sun Jul 26 16:35:02 +0000 2020
64,1287426062616539143,"More than 3,000 people, who have tested positive for Covid-19, are missing in Bengaluru with the authorities unable… https://t.co/bjqkvgdnuH",1,0,Sun Jul 26 16:34:27 +0000 2020
65,1287425853979148288,"VIDEO: ""இது இந்தியாவுக்கு மிகப்பெரிய ஆபத்து.."" - கொந்தளித்த தமிழச்சி | E... https://t.co/UopaCmNK6q via @YouTube… https://t.co/hJ6v20N9dr",0,0,Sun Jul 26 16:33:37 +0000 2020
66,1287425421273731073,"RT @Tulasi_K_Gowda: Dear @SonuSood ji , how can you be so good hearted.I will watch all your movies or webseries going forward &amp; market the…",0,1,Sun Jul 26 16:31:54 +0000 2020
67,1287425205090963462,"The city saw colourful skies and a lot of cyclists on #sundaylockdown 
@XpressBengaluru @NewIndianXpress… https://t.co/QANL1pUiFo",19,17,Sun Jul 26 16:31:02 +0000 2020
68,1287425068255940611,"Dear @SonuSood ji , how can you be so good hearted.I will watch all your movies or webseries going forward &amp; market… https://t.co/Bm59CoP8bh",4,1,Sun Jul 26 16:30:30 +0000 2020
69,1287424952983904258,"Behind critical COVID-19 research, Berlin Institute of Health relies on Intel HPC tech to help accelerate RNA seque… https://t.co/lDrVhZ3eh7",0,0,Sun Jul 26 16:30:02 +0000 2020
70,1287424428637224966,"BBMP Covid-19 War Room Bulletin dated 26-07-2020
🔹Total Positive Cases : 45453
🔹Total Recovered Cases : 11405
🔹Tota… https://t.co/iMecjTymUJ",10,2,Sun Jul 26 16:27:57 +0000 2020
71,1287423975031803905,Viral video does not show mourners breaking COVID-19 rules at Mandela family funeral https://t.co/5u3yqe2bOj https://t.co/PXyMNnWQRi,0,0,Sun Jul 26 16:26:09 +0000 2020
72,1287423397710819329,RT @RakshaRamaiah: Bengaluru's MS Ramaiah hospital to reserve 500 beds for Covid-19 patients.  https://t.co/ANU3OTSgn9,0,25,Sun Jul 26 16:23:51 +0000 2020
73,1287423362927431683,"ಕೋವಿಡ್ ಗೆ ಬಿಬಿಎಂಪಿಯ ಮತ್ತೋರ್ವ ಸಿಬ್ಬಂದಿ ಸಾವು
  https://t.co/ZOsa9W7Smh via @KannadaPrabha 

#Bengaluru #Covid19… https://t.co/CsBTwgJ65R",4,1,Sun Jul 26 16:23:43 +0000 2020
74,1287422872948899841,"RT @TVMohandasPai: Biocon drug for emergency COVID-19 treatment can put India on global map: Kiran Mazumdar-Shaw

Folks a drug which can sa…",0,183,Sun Jul 26 16:21:46 +0000 2020
75,1287422736021635072,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 16:21:14 +0000 2020
76,1287422714156728320,RT @arkumar5420: @pn906 https://t.co/5MtnOzgzdF,0,0,Sun Jul 26 16:21:08 +0000 2020
77,1287422576579371009,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 16:20:36 +0000 2020
78,1287422426863763465,The situation is getting worse ..5000+ Covid-19 cases is being reported in Karnataka daily..we should fight till th… https://t.co/k0z5w7YshZ,2,4,Sun Jul 26 16:20:00 +0000 2020
79,1287421920573419520,"RT @CitizenKamran: VERIFIED

Oxford's COVID-19 vaccine India trial to start next month.",0,3,Sun Jul 26 16:17:59 +0000 2020
80,1287421223249440768,"RT @CitizenKamran: VERIFIED

Oxford's COVID-19 vaccine India trial to start next month.",0,3,Sun Jul 26 16:15:13 +0000 2020
81,1287421123320193024,RT @Drushya_01: So @drashwathcn and @nimmasuresh Karnataka is the second in the country for covid-19 cases and you still want to conduct KC…,0,34,Sun Jul 26 16:14:49 +0000 2020
82,1287421104923922433,RT @PCMohanMP: PM Shri @narendramodi will inaugurate three high-throughput COVID-19 testing facilities on 27 July 2020 at 4.30 pm via video…,0,4,Sun Jul 26 16:14:45 +0000 2020
83,1287420960664989702,"RT @Sharmithashetty: * 5072 new #COVID__19 cases in #Karnataka 

* 2036 cases found in #Bangalore 

* 72 deaths due to #coronavirus 

#COVI…",0,1,Sun Jul 26 16:14:10 +0000 2020
84,1287420888409833472,"VERIFIED

Oxford's COVID-19 vaccine India trial to start next month.",16,3,Sun Jul 26 16:13:53 +0000 2020
85,1287420113419812864,"RT @Sowmyareddyr: Take care, brother. glad u are ok &amp; back home now. 

For everyone who is infected by #Covid_19, in our prayers, you’ll be…",0,12,Sun Jul 26 16:10:48 +0000 2020
86,1287419651090079744,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 16:08:58 +0000 2020
87,1287419643926204417,RT @Drushya_01: So @drashwathcn and @nimmasuresh Karnataka is the second in the country for covid-19 cases and you still want to conduct KC…,0,34,Sun Jul 26 16:08:56 +0000 2020
88,1287419540222091264,RT @udayavani_web: ಮಾಜೀ ಮುಖ್ಯಮಂತ್ರಿ ಹಾಗೂ ಜೆಡಿಎಸ್ ಪಕ್ಷದ ಮುಖಂಡ ಹೆಚ್.ಡಿ. ಕುಮಾರ ಸ್ವಾಮಿ ಅವರು ಆಡಳಿತಾರೂಢ ಬಿಜೆಪಿ ಹಾಗೂ ಪ್ರತಿಪಕ್ಷ ಕಾಂಗ್ರೆಸ್ ಗೆ ಸವಾಲುಗ…,0,1,Sun Jul 26 16:08:32 +0000 2020
89,1287418717538721792,"ತುರ್ತು ಬಳಕೆಗೆ ಭಾರತದಲ್ಲಿ ಸಿದ್ಧವಾಗಿದೆ ಕರೊನಾ ಲಸಿಕೆ; ಏಷ್ಟಿರಲಿದೆ ಬೆಲೆ ?
https://t.co/66uSKbY8mA",2,0,Sun Jul 26 16:05:16 +0000 2020
90,1287418655555219456,#DojaCat confirms she is infected with #coronavirus after ridiculing #COVID19 in her previous video… https://t.co/mV5Lni7dde,0,0,Sun Jul 26 16:05:01 +0000 2020
91,1287418541298184194,RT @Drushya_01: So @drashwathcn and @nimmasuresh Karnataka is the second in the country for covid-19 cases and you still want to conduct KC…,0,34,Sun Jul 26 16:04:33 +0000 2020
92,1287418513087279104,"#ttd pedda jeeyar who tested positive for COVID-19, has been admitted to a private hospital in Chennai. #btechbabu… https://t.co/YohEMkJRdi",1,0,Sun Jul 26 16:04:27 +0000 2020
93,1287417699602227202,"#COVID-19 is the cause of a lot of uncertainty. So, how will the L&amp;D world be tomorrow? Difficult to say. Watch thi… https://t.co/IO1UeogPBc",0,0,Sun Jul 26 16:01:13 +0000 2020
94,1287417428746448896,"RT @XpressBengaluru: #Belgavi
A 32-year-old resident of Athani who died of COVID-19 on Tuesday had visited Athani police station in connect…",0,5,Sun Jul 26 16:00:08 +0000 2020
95,1287417235670065158,"RT @AAPBangalore: Delhi's successful model of Covid-19 needs to be replicated in Karnataka too. Infact, it must be replicated across India.…",0,29,Sun Jul 26 15:59:22 +0000 2020
96,1287416805229699072,RT @TRRaju1: Interview with Dr. Caroline Buckee on the uses — and limitations — of epidemiologic modeling to predict the spread of Covid-19…,0,1,Sun Jul 26 15:57:40 +0000 2020
97,1287416310968721408,RT @PCMohanMP: PM Shri @narendramodi will inaugurate three high-throughput COVID-19 testing facilities on 27 July 2020 at 4.30 pm via video…,0,4,Sun Jul 26 15:55:42 +0000 2020
98,1287416245000667137,"RT @AAPBangalore: Delhi's successful model of Covid-19 needs to be replicated in Karnataka too. Infact, it must be replicated across India.…",0,29,Sun Jul 26 15:55:26 +0000 2020
99,1287416236167401477,@sweetspottrader @dr_padhi You are  immune to covid-19 . more simply ur body immune system capable of fighting with… https://t.co/Cl5Dx7ASK1,0,0,Sun Jul 26 15:55:24 +0000 2020
100,1287416113349836801,"RT @BengaluruDuroos: 📚 Series: Covid-19 Se Mutalliq Mukhtalif Masaail

📝 Topic: Dars No. 39 | Lockdown Mein Asaatiza Aur Aaimmah Ki Tankhah…",0,1,Sun Jul 26 15:54:55 +0000 2020
101,1287415818775441408,"RT @DHFWKA: ಕೋವಿಡ್ 19 ಸಾಂಕ್ರಾಮಿಕ ಸಮಯದಲ್ಲಿ ಮಕ್ಕಳ ಆರೈಕೆ ಮತ್ತು ಮಾನಸಿಕ ಆರೋಗ್ಯದತ್ತ ಗಮನಹರಿಸಿ.
Anxiety associated with COVID 19 in children needs…",0,30,Sun Jul 26 15:53:44 +0000 2020
102,1287415096424181760,"Health ministry decides against including #Itolizumab  in clinical management protocols for #COVIDー19 
https://t.co/3w4lBztw89",3,0,Sun Jul 26 15:50:52 +0000 2020
103,1287414342158147586,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 15:47:52 +0000 2020
104,1287414189342908417,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 15:47:16 +0000 2020
105,1287414031058313216,"@SonuSood Hi @SonuSood sir, We are from Bangalore. There are many students around us who seeking help for college f… https://t.co/PtCFoJ7wSt",0,0,Sun Jul 26 15:46:38 +0000 2020
106,1287413859737837568,"Mask is smaller than shroud. Please put on masks for self and your family safety during this COVID-19 pandemic. 

F… https://t.co/jDyyL3moZY",0,0,Sun Jul 26 15:45:57 +0000 2020
107,1287413607005736962,"RT @pearl_tnie: COVID-19 task force not in favour of itolizumab for treatment, says evidence 'inconclusive' 

https://t.co/FeoWl5tWLw",0,1,Sun Jul 26 15:44:57 +0000 2020
108,1287413596310274049,"Ram Temple 'bhoomi pujan' can be done online amid COVID-19: Maha CM 
https://t.co/A3akBShM6S
-via @inshorts what ab… https://t.co/XegW0qeTSu",0,0,Sun Jul 26 15:44:55 +0000 2020
109,1287413492060950529,We believe the COVID-19 pandemic presents opportunities for businesses when we come out on the other side.  Here is… https://t.co/tPXotHSL10,0,0,Sun Jul 26 15:44:30 +0000 2020
110,1287412954543960064,"RT @sdpikarnataka: Shabeena Killed or Died
                  ???
St.Philomena Hospital, BENGALURU
COVID-19 MAFIA
SDPI demands strict action…",0,101,Sun Jul 26 15:42:21 +0000 2020
111,1287412881173041152,"RT @Drashwincgowda: 1/4 Mobile Covid Testing
https://t.co/XUHmhmCzQ5

Private Testing Labs for covid-19 Testing
https://t.co/8fn67GoF3K",0,1,Sun Jul 26 15:42:04 +0000 2020
112,1287412828471623680,"RT @Drashwincgowda: 1/1 Dear Bangaloreans

In our fight against COVID-19, right and useful information* is the key to face the challenges.…",0,4,Sun Jul 26 15:41:51 +0000 2020
113,1287412742916251648,"@NitishKumar What does mean by lockdown, people moving everywhere without mast, spitting here &amp; there, specially in… https://t.co/ibEnNGEWNl",0,0,Sun Jul 26 15:41:31 +0000 2020
114,1287412595406729216,RT @PCMohanMP: PM Shri @narendramodi will inaugurate three high-throughput COVID-19 testing facilities on 27 July 2020 at 4.30 pm via video…,0,4,Sun Jul 26 15:40:56 +0000 2020
115,1287412542898241537,PM Shri @narendramodi will inaugurate three high-throughput COVID-19 testing facilities on 27 July 2020 at 4.30 pm… https://t.co/yjsFTOynzx,9,4,Sun Jul 26 15:40:43 +0000 2020
116,1287412542390714374,RT @HoejackBorseman: Imagine getting China for a MUN with COVID-19 as the agenda. F.,0,2,Sun Jul 26 15:40:43 +0000 2020
117,1287412434165063681,"📚 Series: Covid-19 Se Mutalliq Mukhtalif Masaail

📝 Topic: Dars No. 39 | Lockdown Mein Asaatiza Aur Aaimmah Ki Tank… https://t.co/BOFWrAcgzQ",3,1,Sun Jul 26 15:40:17 +0000 2020
118,1287412278300565509,"RT @smsssanjaynpc: Last chance to Register
E-Certificate #webinar Series
Session: #Project #Management made #Easy!
CaseStudy already circul…",0,26,Sun Jul 26 15:39:40 +0000 2020
119,1287412168418238464,"RT @saurab_vm: In this covid 19 situation so many people have lost there jobs ,some have given only 50% salaries so plz all clg reduce the…",0,13,Sun Jul 26 15:39:14 +0000 2020
120,1287411805640224770,"@BjpSarojini Madam I lost my job at COVID 19 period .Being good Contributor of business also ,lost job due to polit… https://t.co/nSO0Y6J2nX",0,0,Sun Jul 26 15:37:48 +0000 2020
121,1287411656964751360,"RT @smsssanjaynpc: Last chance to Register
E-Certificate #webinar Series
Session: #Project #Management made #Easy!
CaseStudy already circul…",0,26,Sun Jul 26 15:37:12 +0000 2020
122,1287411508478201857,#BestShortFilmHindi #BestShortFilms #CoronaVirus #CoronaVirusAwareness #CoronaVirusSafety #CoronaVirusShortfilm… https://t.co/xVZelDALD2,0,0,Sun Jul 26 15:36:37 +0000 2020
123,1287411339749494784,"@CMOMaharashtra let us see you propose a ""Virtual"" namaz on Eid. Afterall #COVID__19, unlike you, is truly secular… https://t.co/YeWL54lino",0,0,Sun Jul 26 15:35:56 +0000 2020
124,1287411159021232128,@iaspankajpandey @CMofKarnataka @BSYBJP @sriramulubjp @DrKSudhakar4 @CovidKarnataka @nimmasuresh @drashwathcn… https://t.co/ISxPyvbsKi,0,0,Sun Jul 26 15:35:13 +0000 2020
125,1287410465618837504,"RT @VinayarajAC: When the COVID-19 cases were reporting less, Govt has cancelled exams &amp; now cases are reporting high, decided to conduct t…",0,714,Sun Jul 26 15:32:28 +0000 2020
126,1287409984041451520,"RT @sahir_faraz: COVID-19 Situation is getting out of control in K'taka.
#postponekcet 
#postponekcet2020 
#postponecomedk 
#HealthOverExam…",0,5,Sun Jul 26 15:30:33 +0000 2020
127,1287409927489634305,"RT @BlrCityPolice: He not just won the battle against COVID-19 but continues the fight against COVID-19 for others! 

Sri. Satish, ACP - Tr…",0,148,Sun Jul 26 15:30:20 +0000 2020
128,1287408569978060800,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 15:24:56 +0000 2020
129,1287408065893904384,"ಕರೊನಾ ಲಸಿಕೆಯಿಂದ ಡಿಎನ್​ಎ ಬದಲಾವಣೆ; 7 ಲಕ್ಷ ಜನರಿಗೆ ಅಡ್ಡ ಪರಿಣಾಮ; ಇಲ್ಲಿದೆ ಫ್ಯಾಕ್ಟ್​ ಚೆಕ್​.......!
#DNAchange #microchips,… https://t.co/gtElYmCntV",3,0,Sun Jul 26 15:22:56 +0000 2020
130,1287407948843503616,"RT @TanuKul: A study on disparity in COVID 19 reporting among states and UTs in India,   conducted by researchers from Stanford University…",0,12,Sun Jul 26 15:22:28 +0000 2020
131,1287407770547843073,Delhi: Junior doctor who battled COVID-19 for a month passes away https://t.co/aKUchQSewI via @Seedhi Baat,0,1,Sun Jul 26 15:21:46 +0000 2020
